Pays,Substance,Message
Maldives,Acétone,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maldives,Méthyléthylcétone,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maldives,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Maldives,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Maldives,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Maldives,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Phényl 1 Propanone 2,Importation interdite à destination + autorisation d'exportation.
Mali,Acide N-acétylanthranilique,Importation interdite à destination + autorisation d'exportation.
Mali,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,3.4-Méthylénedioxy-phénylpropane-2-one,Importation interdite à destination + autorisation d'exportation.
Mali,Pipéronal,Importation interdite à destination + autorisation d'exportation.
Mali,Safrole,Importation interdite à destination + autorisation d'exportation.
Mali,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Pseudoéphédrine,Importation interdite à destination + autorisation d'exportation.
Mali,Noréphédrine,Importation interdite à destination + autorisation d'exportation.
Mali,Ergométrine,Importation interdite à destination + autorisation d'exportation.
Mali,Ergotamine,Importation interdite à destination + autorisation d'exportation.
Mali,Acide lysergique,Importation interdite à destination + autorisation d'exportation.
Mali,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Mali,Anhydride acétique,Importation interdite à destination + autorisation d'exportation.
Mali,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Mali,Acide phénylacétique,Importation interdite à destination + autorisation d'exportation.
Mali,Acide anthranilique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Pipéridine,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Permanganate de potassium,Importation interdite à destination + autorisation d'exportation.
Mali,Acide chlorhydrique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Acide sulfurique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Toluéne,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Ether éthylique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Acétone,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Méthyléthylcétone,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mali,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mali,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mali,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mali,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Alpha-phénylacétoacétonitrile,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Malte,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Malte,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Malte,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Malte,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Malte,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Malte,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Malte,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Malte,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Malte,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Malte,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Pas d'autorisation requise pour la catégorie 4 au sein de L'Union Européenne.
Maroc,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Anhydride acétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Maroc,Acide phénylacétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Acide anthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Pipéridine,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Permanganate de potassium,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Acide chlorhydrique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Acide sulfurique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Toluéne,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Ether éthylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Acétone,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Méthyléthylcétone,Autorisation d'exportation requise mais pas d'information à l'importation.
Maroc,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Maroc,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Martinique,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Martinique,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise sans autorisation à l'importation.
Martinique,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise sans autorisation à l'importation.
(Ile)Maurice,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Pseudoéphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
(Ile)Maurice,Anhydride acétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
(Ile)Maurice,Acide phénylacétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Acide anthranilique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Pipéridine,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Permanganate de potassium,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Acide chlorhydrique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Acide sulfurique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Toluéne,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Ether éthylique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Acétone,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Méthyléthylcétone,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
(Ile)Maurice,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
(Ile)Maurice,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mauritanie,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
